Study Order,Difficulty,Title,Frequency,Link,Topics,Study Topic,,Progress
338,MEDIUM,Process String with Special Operations I,21.2,https://leetcode.com/problems/process-string-with-special-operations-i,"String, Simulation",05 Strings,,
339,MEDIUM,Remove All Occurrences of a Substring,21.2,https://leetcode.com/problems/remove-all-occurrences-of-a-substring,"String, Stack, Simulation",05 Strings,,
340,MEDIUM,Remove Duplicate Letters,21.2,https://leetcode.com/problems/remove-duplicate-letters,"String, Stack, Greedy, Monotonic Stack",05 Strings,,
341,MEDIUM,Repeated String Match,21.2,https://leetcode.com/problems/repeated-string-match,"String, String Matching, Z Algorithm, Knuth–Morris–Pratt Algorithm, Boyer–Moore String-Search Algorithm",05 Strings,,
342,MEDIUM,Restore IP Addresses,21.2,https://leetcode.com/problems/restore-ip-addresses,"String, Backtracking",05 Strings,,
343,MEDIUM,Simplify Path,21.2,https://leetcode.com/problems/simplify-path,"String, Stack",05 Strings,,
344,MEDIUM,Web Crawler,21.2,https://leetcode.com/problems/web-crawler,"String, Depth-First Search, Breadth-First Search, Interactive",05 Strings,,
345,HARD,Wildcard Matching,42.8,https://leetcode.com/problems/wildcard-matching,"String, Dynamic Programming, Greedy, Recursion",05 Strings,,
346,HARD,Longest Valid Parentheses,39.1,https://leetcode.com/problems/longest-valid-parentheses,"String, Dynamic Programming, Stack, Bracket Sequences",05 Strings,,
347,HARD,Regular Expression Matching,34.6,https://leetcode.com/problems/regular-expression-matching,"String, Dynamic Programming, Recursion",05 Strings,,
348,HARD,Basic Calculator,28.9,https://leetcode.com/problems/basic-calculator,"Math, String, Stack, Recursion",05 Strings,,
349,HARD,Distinct Subsequences,28.9,https://leetcode.com/problems/distinct-subsequences,"String, Dynamic Programming",05 Strings,,
350,HARD,Palindrome Partitioning II,28.9,https://leetcode.com/problems/palindrome-partitioning-ii,"String, Dynamic Programming",05 Strings,,
351,HARD,Serialize and Deserialize Binary Tree,28.9,https://leetcode.com/problems/serialize-and-deserialize-binary-tree,"String, Tree, Depth-First Search, Breadth-First Search, Design, Binary Tree",05 Strings,,
352,HARD,Longest Happy Prefix,21.2,https://leetcode.com/problems/longest-happy-prefix,"String, Rolling Hash, String Matching, Hash Function, Z Algorithm, Knuth–Morris–Pratt Algorithm",05 Strings,,
353,HARD,Process String with Special Operations II,21.2,https://leetcode.com/problems/process-string-with-special-operations-ii,"String, Simulation",05 Strings,,
354,EASY,Sqrt(x),42.8,https://leetcode.com/problems/sqrtx,"Math, Binary Search, Newton's Method",06 Binary Search,,
355,EASY,Guess Number Higher or Lower,28.9,https://leetcode.com/problems/guess-number-higher-or-lower,"Binary Search, Interactive",06 Binary Search,,
356,EASY,First Bad Version,21.2,https://leetcode.com/problems/first-bad-version,"Binary Search, Interactive",06 Binary Search,,
357,MEDIUM,Validate Binary Search Tree,34.6,https://leetcode.com/problems/validate-binary-search-tree,"Tree, Depth-First Search, Binary Search Tree, Binary Tree",06 Binary Search,,
358,MEDIUM,Binary Search Tree to Greater Sum Tree,28.9,https://leetcode.com/problems/binary-search-tree-to-greater-sum-tree,"Tree, Depth-First Search, Binary Search Tree, Binary Tree",06 Binary Search,,
359,MEDIUM,Convert Sorted List to Binary Search Tree,28.9,https://leetcode.com/problems/convert-sorted-list-to-binary-search-tree,"Linked List, Divide and Conquer, Tree, Binary Search Tree, Binary Tree",06 Binary Search,,
360,MEDIUM,Kth Smallest Element in a BST,28.9,https://leetcode.com/problems/kth-smallest-element-in-a-bst,"Tree, Depth-First Search, Binary Search Tree, Binary Tree",06 Binary Search,,
361,MEDIUM,Delete Node in a BST,21.2,https://leetcode.com/problems/delete-node-in-a-bst,"Tree, Binary Search Tree, Binary Tree",06 Binary Search,,
362,MEDIUM,Insert into a Binary Search Tree,21.2,https://leetcode.com/problems/insert-into-a-binary-search-tree,"Tree, Binary Search Tree, Binary Tree",06 Binary Search,,
363,HARD,Maximum Sum BST in Binary Tree,21.2,https://leetcode.com/problems/maximum-sum-bst-in-binary-tree,"Dynamic Programming, Tree, Depth-First Search, Binary Search Tree, Binary Tree, DP on Trees",06 Binary Search,,
364,EASY,Merge Two Sorted Lists,55.3,https://leetcode.com/problems/merge-two-sorted-lists,"Linked List, Recursion",07 Linked List,,
365,EASY,Reverse Linked List,46,https://leetcode.com/problems/reverse-linked-list,"Linked List, Recursion",07 Linked List,,
366,EASY,Remove Duplicates from Sorted List,21.2,https://leetcode.com/problems/remove-duplicates-from-sorted-list,Linked List,07 Linked List,,
367,MEDIUM,Add Two Numbers,76.7,https://leetcode.com/problems/add-two-numbers,"Linked List, Math, Recursion",07 Linked List,,
368,MEDIUM,Odd Even Linked List,42.8,https://leetcode.com/problems/odd-even-linked-list,Linked List,07 Linked List,,
369,MEDIUM,Reverse Linked List II,42.8,https://leetcode.com/problems/reverse-linked-list-ii,Linked List,07 Linked List,,
370,MEDIUM,Populating Next Right Pointers in Each Node,21.2,https://leetcode.com/problems/populating-next-right-pointers-in-each-node,"Linked List, Tree, Depth-First Search, Breadth-First Search, Binary Tree",07 Linked List,,
371,HARD,Merge k Sorted Lists,57.1,https://leetcode.com/problems/merge-k-sorted-lists,"Linked List, Divide and Conquer, Heap (Priority Queue), Merge Sort, Tournament Sort",07 Linked List,,
372,HARD,Reverse Nodes in k-Group,46,https://leetcode.com/problems/reverse-nodes-in-k-group,"Linked List, Recursion",07 Linked List,,
373,EASY,Binary Tree Inorder Traversal,46,https://leetcode.com/problems/binary-tree-inorder-traversal,"Stack, Tree, Depth-First Search, Binary Tree",08 Stack & Queue,,
374,EASY,Binary Tree Preorder Traversal,21.2,https://leetcode.com/problems/binary-tree-preorder-traversal,"Stack, Tree, Depth-First Search, Binary Tree",08 Stack & Queue,,
375,EASY,Implement Queue using Stacks,21.2,https://leetcode.com/problems/implement-queue-using-stacks,"Stack, Design, Queue",08 Stack & Queue,,
376,EASY,Implement Stack using Queues,21.2,https://leetcode.com/problems/implement-stack-using-queues,"Stack, Design, Queue",08 Stack & Queue,,
377,MEDIUM,Cheapest Flights Within K Stops,28.9,https://leetcode.com/problems/cheapest-flights-within-k-stops,"Dynamic Programming, Depth-First Search, Breadth-First Search, Graph Theory, Heap (Priority Queue), Shortest Path",08 Stack & Queue,,
378,MEDIUM,Min Stack,28.9,https://leetcode.com/problems/min-stack,"Stack, Design",08 Stack & Queue,,
379,EASY,Fibonacci Number,39.1,https://leetcode.com/problems/fibonacci-number,"Math, Dynamic Programming, Recursion, Memoization",09 Recursion & Backtracking,,
380,EASY,Power of Two,39.1,https://leetcode.com/problems/power-of-two,"Math, Bit Manipulation, Recursion",09 Recursion & Backtracking,,
381,EASY,Find the K-th Character in String Game I,21.2,https://leetcode.com/problems/find-the-k-th-character-in-string-game-i,"Math, Bit Manipulation, Recursion, Simulation",09 Recursion & Backtracking,,
382,MEDIUM,"Pow(x, n)",39.1,https://leetcode.com/problems/powx-n,"Math, Recursion",09 Recursion & Backtracking,,
383,MEDIUM,Combinations,28.9,https://leetcode.com/problems/combinations,Backtracking,09 Recursion & Backtracking,,
384,MEDIUM,Path Sum II,28.9,https://leetcode.com/problems/path-sum-ii,"Backtracking, Tree, Depth-First Search, Binary Tree",09 Recursion & Backtracking,,
385,HARD,Permutation Sequence,21.2,https://leetcode.com/problems/permutation-sequence,"Math, Recursion",09 Recursion & Backtracking,,
386,EASY,Balanced Binary Tree,46,https://leetcode.com/problems/balanced-binary-tree,"Tree, Depth-First Search, Binary Tree",10 Trees & BST,,
387,EASY,Diameter of Binary Tree,46,https://leetcode.com/problems/diameter-of-binary-tree,"Tree, Depth-First Search, Binary Tree, DP on Trees",10 Trees & BST,,
388,EASY,Same Tree,39.1,https://leetcode.com/problems/same-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",10 Trees & BST,,
389,EASY,Symmetric Tree,34.6,https://leetcode.com/problems/symmetric-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",10 Trees & BST,,
390,EASY,Maximum Depth of Binary Tree,21.2,https://leetcode.com/problems/maximum-depth-of-binary-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",10 Trees & BST,,
391,EASY,Minimum Depth of Binary Tree,21.2,https://leetcode.com/problems/minimum-depth-of-binary-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",10 Trees & BST,,
392,MEDIUM,Lowest Common Ancestor of a Binary Tree,57.1,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree,"Tree, Depth-First Search, Binary Tree, Binary Lifting, Lowest Common Ancestor",10 Trees & BST,,
393,MEDIUM,House Robber III,46,https://leetcode.com/problems/house-robber-iii,"Dynamic Programming, Tree, Depth-First Search, Binary Tree, DP on Trees",10 Trees & BST,,
394,MEDIUM,Binary Tree Right Side View,42.8,https://leetcode.com/problems/binary-tree-right-side-view,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",10 Trees & BST,,
395,MEDIUM,Binary Tree Zigzag Level Order Traversal,34.6,https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal,"Tree, Breadth-First Search, Binary Tree",10 Trees & BST,,
396,MEDIUM,Path Sum III,34.6,https://leetcode.com/problems/path-sum-iii,"Tree, Depth-First Search, Binary Tree",10 Trees & BST,,
397,MEDIUM,Binary Tree Level Order Traversal,28.9,https://leetcode.com/problems/binary-tree-level-order-traversal,"Tree, Breadth-First Search, Binary Tree",10 Trees & BST,,
398,MEDIUM,Maximum Width of Binary Tree,28.9,https://leetcode.com/problems/maximum-width-of-binary-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",10 Trees & BST,,
399,MEDIUM,Number of Ways to Assign Edge Weights I,28.9,https://leetcode.com/problems/number-of-ways-to-assign-edge-weights-i,"Math, Tree, Depth-First Search",10 Trees & BST,,
400,MEDIUM,Sum of Nodes with Even-Valued Grandparent,21.2,https://leetcode.com/problems/sum-of-nodes-with-even-valued-grandparent,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",10 Trees & BST,,
401,HARD,Binary Tree Maximum Path Sum,48.7,https://leetcode.com/problems/binary-tree-maximum-path-sum,"Dynamic Programming, Tree, Depth-First Search, Binary Tree, DP on Trees",10 Trees & BST,,
402,MEDIUM,Course Schedule,64.3,https://leetcode.com/problems/course-schedule,"Depth-First Search, Breadth-First Search, Graph Theory, Topological Sort, Directed Acyclic Graph",12 Graphs,,
403,MEDIUM,Course Schedule II,39.1,https://leetcode.com/problems/course-schedule-ii,"Depth-First Search, Breadth-First Search, Graph Theory, Topological Sort",12 Graphs,,
404,MEDIUM,Number of Operations to Make Network Connected,28.9,https://leetcode.com/problems/number-of-operations-to-make-network-connected,"Depth-First Search, Breadth-First Search, Union-Find, Graph Theory",12 Graphs,,
405,MEDIUM,Number of Provinces,28.9,https://leetcode.com/problems/number-of-provinces,"Depth-First Search, Breadth-First Search, Union-Find, Graph Theory",12 Graphs,,
406,MEDIUM,Remove Methods From Project,28.9,https://leetcode.com/problems/remove-methods-from-project,"Depth-First Search, Breadth-First Search, Graph Theory",12 Graphs,,
407,MEDIUM,Find Eventual Safe States,21.2,https://leetcode.com/problems/find-eventual-safe-states,"Depth-First Search, Breadth-First Search, Graph Theory, Topological Sort, Kosaraju's Algorithm, Tarjan's SCC Algorithm",12 Graphs,,
408,MEDIUM,Lexicographical Numbers,21.2,https://leetcode.com/problems/lexicographical-numbers,"Depth-First Search, Trie",12 Graphs,,
409,MEDIUM,Minimum Height Trees,21.2,https://leetcode.com/problems/minimum-height-trees,"Depth-First Search, Breadth-First Search, Graph Theory, Topological Sort",12 Graphs,,
410,MEDIUM,Redundant Connection,21.2,https://leetcode.com/problems/redundant-connection,"Depth-First Search, Breadth-First Search, Union-Find, Graph Theory",12 Graphs,,
411,HARD,Parallel Courses II,21.2,https://leetcode.com/problems/parallel-courses-ii,"Dynamic Programming, Bit Manipulation, Graph Theory, Bitmask, Directed Acyclic Graph",12 Graphs,,
412,EASY,Climbing Stairs,55.3,https://leetcode.com/problems/climbing-stairs,"Math, Dynamic Programming, Memoization",15 Dynamic Programming,,
413,MEDIUM,Unique Paths,51.1,https://leetcode.com/problems/unique-paths,"Math, Dynamic Programming, Combinatorics",15 Dynamic Programming,,
414,MEDIUM,Total Waviness of Numbers in Range I,39.1,https://leetcode.com/problems/total-waviness-of-numbers-in-range-i,"Math, Dynamic Programming, Enumeration",15 Dynamic Programming,,
415,EASY,Number of 1 Bits,21.2,https://leetcode.com/problems/number-of-1-bits,"Divide and Conquer, Bit Manipulation",16 Bit Manipulation,,
416,MEDIUM,Divide Two Integers,34.6,https://leetcode.com/problems/divide-two-integers,"Math, Bit Manipulation",16 Bit Manipulation,,
417,EASY,Palindrome Number,67.6,https://leetcode.com/problems/palindrome-number,Math,17 Math / Simulation,,
418,EASY,Add Digits,39.1,https://leetcode.com/problems/add-digits,"Math, Simulation, Number Theory",17 Math / Simulation,,
419,EASY,Add Two Integers,28.9,https://leetcode.com/problems/add-two-integers,Math,17 Math / Simulation,,
420,EASY,Concatenate Non-Zero Digits and Multiply by Sum I,21.2,https://leetcode.com/problems/concatenate-non-zero-digits-and-multiply-by-sum-i,Math,17 Math / Simulation,,
421,EASY,Convert the Temperature,21.2,https://leetcode.com/problems/convert-the-temperature,Math,17 Math / Simulation,,
422,EASY,Sum Multiples,21.2,https://leetcode.com/problems/sum-multiples,Math,17 Math / Simulation,,
423,MEDIUM,Reverse Integer,57.1,https://leetcode.com/problems/reverse-integer,Math,17 Math / Simulation,,
424,MEDIUM,Angle Between Hands of a Clock,51.1,https://leetcode.com/problems/angle-between-hands-of-a-clock,Math,17 Math / Simulation,,
425,MEDIUM,Bulb Switcher,28.9,https://leetcode.com/problems/bulb-switcher,"Math, Brainteaser",17 Math / Simulation,,
426,EASY,Combine Two Tables,48.7,https://leetcode.com/problems/combine-two-tables,Database,18 Database / SQL,,
427,EASY,Customer Who Visited but Did Not Make Any Transactions,34.6,https://leetcode.com/problems/customer-who-visited-but-did-not-make-any-transactions,Database,18 Database / SQL,,
428,EASY,Duplicate Emails,34.6,https://leetcode.com/problems/duplicate-emails,Database,18 Database / SQL,,
429,EASY,Average Time of Process per Machine,28.9,https://leetcode.com/problems/average-time-of-process-per-machine,Database,18 Database / SQL,,
430,EASY,Recyclable and Low Fat Products,28.9,https://leetcode.com/problems/recyclable-and-low-fat-products,Database,18 Database / SQL,,
431,EASY,Students and Examinations,28.9,https://leetcode.com/problems/students-and-examinations,Database,18 Database / SQL,,
432,EASY,User Activity for the Past 30 Days I,28.9,https://leetcode.com/problems/user-activity-for-the-past-30-days-i,Database,18 Database / SQL,,
433,EASY,Customer Placing the Largest Number of Orders,21.2,https://leetcode.com/problems/customer-placing-the-largest-number-of-orders,Database,18 Database / SQL,,
434,EASY,Employees Earning More Than Their Managers,21.2,https://leetcode.com/problems/employees-earning-more-than-their-managers,Database,18 Database / SQL,,
435,EASY,Game Play Analysis I,21.2,https://leetcode.com/problems/game-play-analysis-i,Database,18 Database / SQL,,
436,EASY,Invalid Tweets,21.2,https://leetcode.com/problems/invalid-tweets,Database,18 Database / SQL,,
437,EASY,Primary Department for Each Employee,21.2,https://leetcode.com/problems/primary-department-for-each-employee,Database,18 Database / SQL,,
438,EASY,Product Sales Analysis I,21.2,https://leetcode.com/problems/product-sales-analysis-i,Database,18 Database / SQL,,
439,EASY,Queries Quality and Percentage,21.2,https://leetcode.com/problems/queries-quality-and-percentage,Database,18 Database / SQL,,
440,MEDIUM,Consecutive Numbers,39.1,https://leetcode.com/problems/consecutive-numbers,Database,18 Database / SQL,,
441,MEDIUM,Managers with at Least 5 Direct Reports,34.6,https://leetcode.com/problems/managers-with-at-least-5-direct-reports,Database,18 Database / SQL,,
442,MEDIUM,Monthly Transactions I,28.9,https://leetcode.com/problems/monthly-transactions-i,Database,18 Database / SQL,,
443,MEDIUM,Movie Rating,28.9,https://leetcode.com/problems/movie-rating,Database,18 Database / SQL,,
444,MEDIUM,Product Price at a Given Date,28.9,https://leetcode.com/problems/product-price-at-a-given-date,Database,18 Database / SQL,,
445,MEDIUM,Second Highest Salary,28.9,https://leetcode.com/problems/second-highest-salary,Database,18 Database / SQL,,
446,MEDIUM,Department Highest Salary,21.2,https://leetcode.com/problems/department-highest-salary,Database,18 Database / SQL,,
447,MEDIUM,Last Person to Fit in the Bus,21.2,https://leetcode.com/problems/last-person-to-fit-in-the-bus,Database,18 Database / SQL,,
448,MEDIUM,Sequential Digits,39.1,https://leetcode.com/problems/sequential-digits,Enumeration,19 Other,,
449,MEDIUM,Widest Possible Fence,21.2,https://leetcode.com/problems/widest-possible-fence,,19 Other,,
450,HARD,Minimum Cost to Convert String III,21.2,https://leetcode.com/problems/minimum-cost-to-convert-string-iii,,19 Other,,
